SiO2 Na2O CaO Al2O3 B2O3 MgO PbO P2O5 Li2O K2O TiO2 BaO ZnO
86.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.0 0.0 0.0
83.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.0 0.0 0.0
80.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.0 0.0 0.0
81.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.0 0.0 0.0
78.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.0 0.0 0.0
75.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.0 0.0 0.0
76.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.0 0.0 0.0
73.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.0 0.0 0.0
70.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.0 0.0 0.0
71.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.0 0.0 0.0
68.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.0 0.0 0.0
65.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.0 0.0 0.0
20.0 24.5 24.5 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
20.0 24.5 23.5 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10.0 10.0 0.0 0.0 0.0 0.0 0.0 80.0 0.0 0.0 0.0 0.0 0.0
18.0 10.0 0.0 0.0 0.0 0.0 0.0 72.0 0.0 0.0 0.0 0.0 0.0
28.0 10.0 0.0 0.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0
35.0 10.0 0.0 0.0 0.0 0.0 0.0 55.0 0.0 0.0 0.0 0.0 0.0
45.0 10.0 0.0 0.0 0.0 0.0 0.0 45.0 0.0 0.0 0.0 0.0 0.0
73.82 14.99 11.19 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
75.53 15.58 5.49 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.4 0.0 0.0
78.3 15.6 0.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.5 0.0 0.0
69.72 14.59 13.99 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.7 0.0 0.0
68.38 14.61 14.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.0 0.0 0.0
67.0 15.0 13.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.7 0.0 0.0
65.8 15.0 13.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.0 0.0 0.0
62.8 15.1 13.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.2 0.0 0.0
61.3 15.0 13.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.9 0.0 0.0
71.6 14.5 12.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.8 0.0 0.0
71.5 15.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.4 0.0 0.0
72.24 15.38 7.29 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.09 0.0 0.0
71.9 15.7 5.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.3 0.0 0.0
71.53 16.28 2.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.69 0.0 0.0
71.3 16.3 0.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.0 0.0 0.0
42.0 0.0 34.0 0.0 0.0 0.0 0.0 6.0 18.0 0.0 0.0 0.0 0.0
42.0 0.0 34.0 0.5 0.0 0.0 0.0 6.0 17.5 0.0 0.0 0.0 0.0
67.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
63.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.0
74.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.0
66.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 16.0
65.0 11.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 24.0
45.0 0.0 55.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
55.0 0.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
65.0 17.5 17.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
65.0 12.5 22.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
65.0 22.5 12.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
55.0 22.5 22.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
55.0 17.5 27.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
68.3 15.0 0.0 13.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67.6 13.0 0.0 11.0 4.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
71.33 13.26 9.42 0.09 0.0 5.83 0.0 0.0 0.0 0.02 0.01 0.0 0.0
69.94 19.66 9.98 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
69.74 14.9 9.95 0.02 0.0 0.0 0.0 0.0 0.0 4.99 0.0 0.0 0.0
69.72 9.95 9.95 0.02 0.0 0.0 0.0 0.0 0.0 9.95 0.0 0.0 0.0
69.71 4.98 9.95 0.02 0.0 0.0 0.0 0.0 0.0 14.93 0.0 0.0 0.0
69.69 0.0 9.98 0.02 0.0 0.0 0.0 0.0 0.0 19.91 0.0 0.0 0.0
69.99 19.67 4.99 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.92 0.0
70.04 19.68 0.0 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.86 0.0
59.8 0.0 0.0 20.0 0.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
59.8 10.0 0.0 20.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
46.9 15.0 0.0 33.0 0.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
71.8 1.5 0.0 13.0 0.0 2.0 0.0 0.0 9.0 1.0 0.0 1.5 0.0
64.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
62.5 25.0 0.0 0.0 12.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
50.0 25.0 0.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
37.5 25.0 0.0 0.0 37.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
25.0 25.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
12.5 25.0 0.0 0.0 62.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
62.5 25.0 0.0 12.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
50.0 25.0 0.0 12.5 12.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
37.5 25.0 0.0 12.5 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
25.0 25.0 0.0 12.5 37.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
12.5 25.0 0.0 12.5 50.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
50.0 25.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
37.5 25.0 0.0 25.0 12.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
25.0 25.0 0.0 25.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
12.5 25.0 0.0 25.0 37.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
12.5 25.0 0.0 30.0 32.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
71.34 12.72 8.14 1.1 0.0 6.47 0.0 0.0 0.0 0.19 0.0 0.0 0.0
