SiO2 Na2O B2O3 CaO Al2O3 K2O Li2O MgO PbO BaO TiO2 GeO2 ZnO
67.07 16.32 0.0 10.81 2.62 0.0 0.0 3.03 0.0 0.0 0.0 0.0 0.0
75.18 10.24 0.0 10.81 0.4 0.0 0.0 3.03 0.0 0.0 0.0 0.0 0.0
73.11 10.96 0.0 10.8 1.8 0.0 0.0 3.02 0.0 0.0 0.0 0.0 0.0
71.01 12.83 0.0 10.79 2.02 0.0 0.0 3.02 0.0 0.0 0.0 0.0 0.0
68.59 14.68 0.0 10.72 2.7 0.0 0.0 3.0 0.0 0.0 0.0 0.0 0.0
66.77 16.3 0.0 10.75 2.85 0.0 0.0 3.01 0.0 0.0 0.0 0.0 0.0
75.35 10.24 0.0 10.83 0.41 0.0 0.0 3.03 0.0 0.0 0.0 0.0 0.0
73.32 10.96 0.0 10.83 1.72 0.0 0.0 3.03 0.0 0.0 0.0 0.0 0.0
71.41 12.81 0.0 10.85 1.74 0.0 0.0 3.04 0.0 0.0 0.0 0.0 0.0
69.31 14.64 0.0 10.84 2.03 0.0 0.0 3.04 0.0 0.0 0.0 0.0 0.0
67.06 16.29 0.0 10.8 2.69 0.0 0.0 3.02 0.0 0.0 0.0 0.0 0.0
74.84 10.27 0.0 10.76 0.64 0.0 0.0 3.01 0.0 0.0 0.0 0.0 0.0
73.16 10.97 0.0 10.82 1.53 0.0 0.0 3.03 0.0 0.0 0.0 0.0 0.0
70.81 12.86 0.0 10.76 2.1 0.0 0.0 3.01 0.0 0.0 0.0 0.0 0.0
67.74 14.75 0.0 10.59 3.51 0.0 0.0 2.97 0.0 0.0 0.0 0.0 0.0
65.97 16.38 0.0 10.63 3.57 0.0 0.0 2.98 0.0 0.0 0.0 0.0 0.0
75.29 10.25 0.0 10.82 0.31 0.0 0.0 3.03 0.0 0.0 0.0 0.0 0.0
73.47 10.95 0.0 10.95 1.29 0.0 0.0 3.04 0.0 0.0 0.0 0.0 0.0
70.76 12.87 0.0 10.75 2.32 0.0 0.0 3.01 0.0 0.0 0.0 0.0 0.0
68.76 14.7 0.0 10.76 2.47 0.0 0.0 3.01 0.0 0.0 0.0 0.0 0.0
67.0 16.32 0.0 10.79 2.59 0.0 0.0 3.02 0.0 0.0 0.0 0.0 0.0
75.15 10.24 0.0 10.8 0.27 0.0 0.0 3.03 0.0 0.0 0.0 0.0 0.0
73.94 10.9 0.0 10.92 0.67 0.0 0.0 3.06 0.0 0.0 0.0 0.0 0.0
71.39 12.8 0.0 10.85 1.44 0.0 0.0 3.04 0.0 0.0 0.0 0.0 0.0
69.67 14.6 0.0 10.9 1.27 0.0 0.0 3.05 0.0 0.0 0.0 0.0 0.0
67.17 16.27 0.0 10.82 2.23 0.0 0.0 3.03 0.0 0.0 0.0 0.0 0.0
74.68 10.28 0.0 10.74 0.68 0.0 0.0 3.01 0.0 0.0 0.0 0.0 0.0
73.66 10.94 0.0 10.88 0.84 0.0 0.0 3.05 0.0 0.0 0.0 0.0 0.0
71.48 12.81 0.0 10.86 1.17 0.0 0.0 3.04 0.0 0.0 0.0 0.0 0.0
69.03 14.67 0.0 10.8 1.84 0.0 0.0 3.02 0.0 0.0 0.0 0.0 0.0
66.92 16.32 0.0 10.78 2.33 0.0 0.0 3.02 0.0 0.0 0.0 0.0 0.0
65.56 0.0 7.8 13.32 9.99 0.0 0.0 0.0 0.0 3.1 0.0 0.0 0.0
65.98 0.0 8.14 8.21 10.42 0.0 0.0 0.0 0.0 4.62 0.0 0.0 0.0
65.42 0.0 8.07 10.01 10.33 0.0 0.0 0.0 0.0 4.58 0.0 0.0 0.0
63.83 0.0 8.01 12.43 10.94 0.0 0.0 0.0 0.0 4.55 0.0 0.0 0.0
63.62 0.0 8.99 12.39 10.23 0.0 0.0 0.0 0.0 4.53 0.0 0.0 0.0
63.2 0.0 9.01 12.42 10.59 0.0 0.0 0.0 0.0 4.54 0.0 0.0 0.0
62.76 0.0 9.03 12.46 10.28 0.0 0.0 0.0 0.0 4.56 0.0 0.0 0.0
62.91 0.0 9.05 12.48 10.3 0.0 0.0 0.0 0.0 5.02 0.0 0.0 0.0
67.28 0.0 10.23 9.41 9.64 0.0 0.0 0.49 0.0 0.0 0.0 0.0 0.0
67.67 0.0 10.64 9.08 9.86 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
66.52 0.0 10.63 10.25 9.85 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.5 8.5 0.0 0.0 8.4 3.7 4.1 0.0 0.0 0.0 0.0 0.0 1.7
72.0 8.4 1.4 0.0 8.2 3.6 3.9 0.0 0.0 0.0 0.0 0.0 1.6
72.2 8.0 0.0 0.0 7.9 2.0 8.3 0.0 0.0 0.0 0.0 0.0 1.5
73.8 8.0 0.0 0.0 7.8 2.0 8.3 0.0 0.0 0.0 0.0 0.0 0.0
73.95 8.67 0.0 0.0 8.67 4.33 4.33 0.0 0.0 0.0 0.0 0.0 0.0
73.94 8.67 0.0 0.0 8.67 0.0 8.67 0.0 0.0 0.0 0.0 0.0 0.0
73.95 4.33 0.0 0.0 8.67 4.33 8.67 0.0 0.0 0.0 0.0 0.0 0.0
73.95 13.0 0.0 0.0 8.67 0.0 4.33 0.0 0.0 0.0 0.0 0.0 0.0
73.95 4.33 0.0 0.0 8.67 8.67 4.33 0.0 0.0 0.0 0.0 0.0 0.0
79.82 7.14 0.0 0.0 5.71 3.57 3.57 0.0 0.0 0.0 0.0 0.0 0.0
71.67 8.57 0.0 0.0 8.45 3.71 4.12 0.0 0.0 0.0 1.7 0.0 1.67
70.2 8.59 1.4 0.0 8.47 3.72 4.13 0.0 0.0 0.0 1.71 0.0 1.67
70.7 8.65 0.0 0.0 8.53 3.75 4.16 0.0 0.0 0.0 1.72 0.0 1.69
73.79 7.15 0.0 0.0 5.74 3.55 3.66 0.0 0.0 0.0 0.0 0.0 6.0
73.95 7.12 0.0 0.0 5.69 3.55 3.59 2.97 0.0 0.0 0.0 0.0 3.02
73.82 7.12 3.03 0.0 5.7 3.6 3.64 0.0 0.0 0.0 0.0 0.0 2.98
73.83 7.14 2.0 0.0 5.7 3.56 3.6 2.04 0.0 0.0 0.0 0.0 2.02
70.36 8.5 0.0 0.0 8.48 3.66 4.14 0.0 0.0 0.0 1.71 0.0 3.04
68.99 8.52 1.4 0.0 8.5 3.67 4.14 0.0 0.0 0.0 1.71 0.0 2.96
69.39 8.58 0.0 0.0 8.57 3.76 4.18 0.0 0.0 0.0 1.73 0.0 2.99
73.11 8.43 0.0 0.0 5.09 2.4 8.4 0.0 0.0 0.0 1.3 0.0 1.25
71.77 8.45 1.23 0.0 5.11 2.41 8.44 0.0 0.0 0.0 1.31 0.0 1.26
72.43 8.54 0.0 0.0 5.16 2.44 8.52 0.0 0.0 0.0 1.32 0.0 1.27
80.17 6.95 0.0 0.0 3.38 2.28 7.2 0.0 0.0 0.0 0.007547 0.0 0.0
79.84 7.27 0.0 0.0 2.94 2.39 7.54 0.0 0.0 0.0 0.007517 0.0 0.0
78.65 7.47 0.0 0.0 3.63 2.46 7.75 0.0 0.0 0.0 0.02 0.0 0.0
78.32 7.81 0.0 0.0 3.16 2.57 8.1 0.0 0.0 0.0 0.02 0.0 0.0
77.13 7.99 0.0 0.0 3.89 2.63 8.28 0.0 0.0 0.0 0.06 0.0 0.0
76.81 8.35 0.0 0.0 3.39 2.75 8.66 0.0 0.0 0.0 0.02 0.0 0.0
75.28 7.06 0.0 0.0 3.43 2.32 7.32 0.0 0.0 0.0 0.06 0.0 4.51
68.73 0.0 10.25 9.9 10.55 0.0 0.0 0.15 0.0 0.0 0.0 0.0 0.0
69.1 0.0 10.55 9.65 10.2 0.0 0.0 0.15 0.0 0.0 0.0 0.0 0.0
68.8 0.0 10.55 9.8 10.35 0.0 0.0 0.15 0.0 0.0 0.0 0.0 0.0
69.33 0.0 9.97 9.08 10.55 0.0 0.0 0.18 0.0 0.0 0.0 0.0 0.0
69.63 0.0 10.25 8.85 10.2 0.0 0.0 0.15 0.0 0.0 0.0 0.0 0.0
70.03 0.0 10.25 9.25 9.9 0.0 0.0 0.15 0.0 0.0 0.0 0.0 0.0
69.33 0.0 9.97 9.58 10.55 0.0 0.0 0.18 0.0 0.0 0.0 0.0 0.0
69.45 0.0 9.0 10.0 11.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.52 8.52 0.0 0.0 8.4 3.69 4.1 0.0 0.0 0.0 0.0 0.0 1.66
72.0 8.38 1.4 0.0 8.22 3.59 3.91 0.0 0.0 0.0 0.0 0.0 1.6
72.12 8.04 0.0 0.0 7.88 1.98 8.34 0.0 0.0 0.0 0.0 0.0 1.53
73.8 7.99 0.0 0.0 7.84 1.97 8.29 0.0 0.0 0.0 0.0 0.0 0.0
73.94 8.69 0.0 0.0 8.68 4.36 4.29 0.0 0.0 0.0 0.0 0.0 0.0
70.48 8.01 0.0 0.0 4.87 0.0 16.62 0.0 0.0 0.0 0.0 0.0 0.0
74.0 4.35 0.0 0.0 8.67 4.33 8.61 0.0 0.0 0.0 0.0 0.0 0.0
73.85 13.04 0.0 0.0 8.67 0.0 4.4 0.0 0.0 0.0 0.0 0.0 0.0
73.89 4.33 0.0 0.0 8.67 8.69 4.38 0.0 0.0 0.0 0.0 0.0 0.0
68.84 0.0 9.94 7.42 10.42 0.0 0.0 1.98 0.0 0.0 0.0 0.0 0.0
68.18 0.0 10.04 8.84 10.69 0.0 0.0 1.49 0.0 0.0 0.0 0.0 0.0
69.06 0.0 9.97 8.31 10.23 0.0 0.0 1.87 0.0 0.0 0.0 0.0 0.0
68.64 0.0 9.9 8.62 10.46 0.0 0.0 1.82 0.0 0.0 0.0 0.0 0.0
68.88 0.0 9.79 8.45 10.37 0.0 0.0 1.96 0.0 0.0 0.0 0.0 0.0
69.11 0.0 9.96 7.96 10.17 0.0 0.0 2.22 0.0 0.0 0.0 0.0 0.0
64.7 2.0 2.5 16.0 7.0 2.6 0.0 3.2 0.0 2.0 0.0 0.0 0.0
61.3 3.0 2.5 16.0 7.0 3.0 0.0 3.2 0.0 4.0 0.0 0.0 0.0
63.63 2.02 2.53 16.16 10.1 2.02 0.0 3.54 0.0 0.0 0.0 0.0 0.0
62.5 3.0 3.5 15.0 10.0 3.0 0.0 3.0 0.0 0.0 0.0 0.0 0.0
63.0 3.0 5.0 14.0 9.0 3.0 0.0 3.0 0.0 0.0 0.0 0.0 0.0
64.0 3.0 3.5 13.5 10.0 2.0 1.0 3.0 0.0 0.0 0.0 0.0 0.0
63.0 3.0 2.5 14.0 10.0 3.0 0.0 3.5 0.0 0.0 0.0 0.0 0.0
61.0 3.0 6.0 11.5 12.0 3.0 0.0 3.5 0.0 0.0 0.0 0.0 0.0
63.0 3.0 6.0 14.0 11.0 1.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0
69.34 0.0 9.1 9.9 10.44 0.0 0.0 0.16 0.0 0.0 1.06 0.0 0.0
69.79 0.0 9.63 8.6 10.28 0.0 0.0 0.16 0.0 0.0 1.54 0.0 0.0
67.02 0.0 2.58 0.0 2.81 2.92 23.68 0.0 0.0 0.0 0.0 0.0 0.0
74.43 0.0 2.87 0.0 7.71 3.24 10.65 0.0 0.0 0.0 0.0 0.0 0.0
68.84 0.0 2.65 0.0 4.02 3.0 20.47 0.0 0.0 0.0 0.0 0.0 0.0
72.29 0.0 2.79 0.0 6.3 3.15 14.4 0.0 0.0 0.0 0.0 0.0 0.0
70.58 0.0 2.72 0.0 5.16 3.08 17.42 0.0 0.0 0.0 0.0 0.0 0.0
74.0 0.0 0.0 0.0 13.0 0.0 8.0 1.0 0.0 1.0 0.5 0.0 1.0
73.92 0.0 0.0 0.0 12.99 0.0 7.99 1.0 0.0 1.0 0.5 0.0 1.0
73.92 0.0 0.0 0.0 12.99 0.0 7.99 1.0 0.0 1.0 0.5 0.0 1.0
73.92 0.0 0.0 0.0 12.99 0.0 7.99 1.0 0.0 1.0 0.5 0.0 1.0
73.92 0.0 0.0 0.0 12.99 0.0 7.99 1.0 0.0 1.0 0.5 0.0 1.0
73.92 0.0 0.0 0.0 12.99 0.0 7.99 1.0 0.0 1.0 0.5 0.0 1.0
73.92 0.0 0.0 0.0 12.99 0.0 7.99 1.0 0.0 1.0 0.5 0.0 1.0
73.92 0.0 0.0 0.0 12.99 0.0 7.99 1.0 0.0 1.0 0.5 0.0 1.0
74.0 0.0 0.0 0.0 13.0 0.0 8.0 1.0 0.0 1.0 0.5 0.0 1.0
74.08 0.0 0.0 0.0 13.01 0.0 8.01 1.0 0.0 1.0 0.5 0.0 1.0
74.16 0.0 0.0 0.0 13.02 0.0 8.02 1.0 0.0 1.0 0.5 0.0 1.0
74.24 0.0 0.0 0.0 13.03 0.0 8.03 1.0 0.0 1.0 0.5 0.0 1.0
56.87 0.0 2.23 20.78 0.0 0.0 0.0 0.0 0.0 17.73 0.0 0.0 1.91
43.63 0.0 4.15 12.97 4.39 0.0 0.0 0.0 0.0 30.42 0.0 0.0 3.55
40.09 0.0 3.55 14.94 4.77 0.0 0.0 0.0 0.0 32.85 0.0 0.0 3.04
40.25 0.0 2.06 15.68 5.15 0.0 0.0 0.0 0.0 34.66 0.0 0.0 1.76
36.26 0.0 2.97 15.47 5.22 0.0 0.0 0.0 0.0 36.9 0.0 0.0 2.54
10.0 0.0 65.0 0.0 5.0 0.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0
34.0 0.0 0.0 34.0 27.9 0.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0
33.75 0.0 0.0 34.0 27.65 0.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0
33.5 0.0 0.0 34.0 27.4 0.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0
33.0 0.0 0.0 34.0 26.9 0.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0
30.0 0.0 0.0 35.9 30.0 0.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0
30.0 0.0 0.0 35.9 29.5 0.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0
30.0 0.0 0.0 35.9 29.0 0.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0
30.0 0.0 0.0 35.9 28.0 0.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0
38.09 3.79 16.86 25.12 0.0 4.36 11.78 0.0 0.0 0.0 0.0 0.0 0.0
37.07 0.0 18.87 32.59 0.0 0.0 11.47 0.0 0.0 0.0 0.0 0.0 0.0
35.59 3.73 13.29 31.96 0.0 2.15 12.58 0.0 0.0 0.57 0.0 0.0 0.0
38.55 1.87 18.3 30.98 0.0 0.61 9.69 0.0 0.0 0.0 0.0 0.0 0.0
39.1 0.0 19.76 29.63 0.0 0.0 11.51 0.0 0.0 0.0 0.0 0.0 0.0
41.37 3.82 17.43 21.64 0.0 3.14 11.89 0.0 0.0 0.58 0.0 0.0 0.0
37.54 3.83 13.64 27.52 0.0 4.6 11.92 0.0 0.0 0.74 0.0 0.0 0.0
42.95 2.18 20.48 20.29 0.0 0.62 12.57 0.0 0.0 0.73 0.0 0.0 0.0
41.38 1.87 19.94 21.65 0.0 1.23 13.55 0.0 0.0 0.38 0.0 0.0 0.0
36.18 4.87 19.95 20.45 1.48 1.92 14.14 0.0 0.0 0.0 0.0 0.0 0.0
71.19 11.12 9.9 3.91 3.07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.77
72.24 8.88 12.05 0.68 5.02 1.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0
62.96 15.45 1.9 2.35 8.42 3.43 0.0 3.28 0.0 0.0 0.0 0.0 0.0
68.95 11.26 10.03 3.96 4.98 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.78
68.43 0.0 8.42 5.04 11.22 0.0 0.0 1.05 0.0 4.1 0.0 0.0 0.0
67.92 0.0 10.28 5.45 10.16 0.0 0.0 0.86 0.0 2.54 0.0 0.0 0.0
66.89 0.0 7.13 9.78 10.19 0.0 0.0 4.37 0.0 1.45 0.004087 0.0 0.0
66.65 0.0 10.27 9.44 10.19 0.0 0.0 0.49 0.0 0.0 0.0 0.0 0.0
19.31 8.1 28.98 2.77 6.45 0.78 3.95 0.0 0.0 0.0 0.0 0.0 28.95
25.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 25.0
25.0 0.0 25.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0
12.0 0.0 22.5 0.0 0.5 0.0 0.0 10.0 0.0 0.0 0.0 0.0 55.0
19.31 8.1 28.98 2.77 6.45 0.78 3.95 0.0 0.0 0.0 0.0 0.0 28.95
19.31 8.1 28.98 2.77 6.45 0.78 3.95 0.0 0.0 0.0 0.0 0.0 28.95
19.25 8.07 29.9 2.76 6.43 0.78 2.94 0.0 0.0 0.0 0.0 0.0 28.86
66.41 0.0 10.36 9.2 10.25 0.0 0.0 0.82 0.0 0.0 0.0 0.0 0.0
67.6 0.0 9.85 9.41 9.7 0.0 0.0 0.49 0.0 0.0 0.0 0.0 0.0
67.75 0.0 10.69 5.65 10.07 0.0 0.0 0.68 0.0 2.79 0.0 0.0 0.0
66.74 5.92 27.07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67.49 0.0 0.29 16.35 10.99 0.0 0.0 0.0 0.0 3.48 0.85 0.0 0.0
66.52 0.0 0.29 16.4 11.02 0.0 0.0 0.0 0.0 3.48 1.7 0.0 0.0
50.0 0.0 0.0 20.0 10.0 5.0 0.0 5.0 0.0 5.0 5.0 0.0 0.0
50.0 0.0 0.0 10.0 10.0 5.0 0.0 10.0 0.0 10.0 5.0 0.0 0.0
60.0 0.0 0.0 15.0 5.0 9.0 0.0 3.0 0.0 5.0 3.0 0.0 0.0
73.52 0.0 8.64 9.6 6.4 0.0 0.0 1.26 0.0 0.0 0.0 0.0 0.0
74.47 0.0 9.09 10.16 6.21 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
74.55 0.0 9.17 7.55 5.89 0.0 0.0 1.96 0.0 0.0 0.0 0.0 0.0
12.7 0.0 25.53 0.0 0.0 0.0 0.0 5.14 0.0 0.0 0.0 0.0 56.24
11.16 0.0 26.85 0.0 0.0 0.0 0.0 2.43 0.0 0.0 0.0 0.0 59.17
12.51 0.0 26.76 0.0 0.0 0.0 0.0 3.06 0.0 0.0 0.0 0.0 57.28
11.7 0.0 25.65 0.0 0.36 0.0 0.0 6.94 0.0 0.05 0.0 0.0 54.91
12.85 0.0 26.17 0.0 0.37 0.0 0.0 3.72 0.0 0.49 0.0 0.0 56.01
12.31 0.0 22.96 0.0 0.73 0.0 0.0 5.19 0.0 0.15 0.0 0.0 58.27
13.15 0.0 24.51 0.0 1.09 0.0 0.0 6.23 0.0 0.0 0.0 0.0 54.63
12.96 0.0 26.73 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 59.43
66.97 0.0 11.02 6.01 10.95 0.18 0.0 2.79 0.0 0.3 0.0 0.0 0.0
66.45 0.0 10.95 5.91 10.86 0.99 0.0 2.8 0.0 0.26 0.0 0.0 0.0
66.18 0.0 11.77 6.25 10.89 0.14 0.0 2.79 0.0 0.39 0.0 0.0 0.0
66.18 0.0 12.27 6.31 10.87 0.14 0.0 1.82 0.0 0.87 0.0 0.0 0.0
66.26 0.0 11.72 6.27 10.35 0.14 0.0 2.8 0.0 0.87 0.0 0.0 0.0
66.24 0.0 10.72 6.3 11.38 0.14 0.0 2.81 0.0 0.87 0.0 0.0 0.0
65.78 0.0 11.75 6.29 10.83 0.14 0.0 2.81 0.0 0.87 0.0 0.0 0.0
66.71 0.0 10.79 6.28 10.88 0.14 0.0 2.8 0.0 0.87 0.0 0.0 0.0
68.03 0.0 10.29 6.97 10.22 0.17 0.0 3.07 0.0 0.0 0.0 0.0 0.0
68.05 0.0 10.3 5.86 10.19 0.17 0.0 3.09 0.0 0.0 0.0 0.0 0.0
66.0 13.41 1.23 0.0 10.9 2.33 0.0 5.72 0.0 0.0 0.0 0.0 0.0
64.16 13.41 1.23 0.0 10.9 4.33 0.0 5.72 0.0 0.0 0.0 0.0 0.0
66.16 13.41 1.23 0.0 8.9 4.33 0.0 5.72 0.0 0.0 0.0 0.0 0.0
65.7 13.43 1.31 0.06 10.92 2.33 0.0 5.86 0.0 0.0 0.02 0.0 0.0
64.95 14.38 2.34 0.05 9.0 3.48 0.0 5.49 0.0 0.0 0.02 0.0 0.0
65.24 14.38 1.69 0.54 9.58 2.82 0.0 5.48 0.0 0.0 0.02 0.0 0.0
65.88 13.91 0.63 0.57 10.27 2.45 0.0 5.86 0.0 0.0 0.02 0.0 0.0
64.73 0.0 12.65 5.47 13.34 0.0 0.0 2.65 0.0 0.0 0.0 0.0 0.0
67.97 0.0 10.25 3.03 11.11 0.0 0.0 6.49 0.0 1.15 0.0 0.0 0.0
65.62 0.0 14.39 5.1 10.02 0.0 0.0 4.36 0.0 0.51 0.0 0.0 0.0
67.44 0.0 10.32 4.66 10.25 0.0 0.0 6.48 0.0 0.85 0.0 0.0 0.0
66.8 0.0 11.02 5.43 9.51 0.0 0.0 7.24 0.0 0.0 0.0 0.0 0.0
66.08 0.0 10.12 4.57 10.05 0.0 0.0 7.94 0.0 0.0 0.0 0.0 0.0
70.42 0.0 10.16 3.27 10.79 0.0 0.0 4.23 0.0 0.81 0.0 0.0 0.0
64.91 0.0 11.65 5.83 12.9 0.0 0.0 4.71 0.0 0.0 0.0 0.0 0.0
65.59 0.0 10.04 4.53 9.97 0.0 0.0 9.46 0.0 0.41 0.0 0.0 0.0
63.22 0.0 10.0 4.18 13.21 0.0 0.0 8.88 0.0 0.38 0.0 0.0 0.0
70.69 0.0 4.72 4.69 12.48 0.0 0.0 0.84 0.0 3.71 0.0 0.0 0.0
69.83 0.0 3.97 5.8 11.89 0.0 0.0 2.7 0.0 4.92 0.0 0.0 0.0
69.36 0.0 3.9 5.7 11.96 0.0 0.0 3.9 0.0 4.3 0.0 0.0 0.0
68.29 0.0 3.68 5.82 12.11 0.0 0.0 4.46 0.0 4.2 0.0 0.0 0.0
67.74 0.0 2.99 5.63 12.08 0.0 0.0 5.63 0.0 3.74 0.0 0.0 0.0
68.38 0.0 2.99 4.98 12.04 0.0 0.0 5.68 0.0 3.55 0.0 0.0 0.0
69.53 0.0 3.93 5.46 11.95 0.0 0.0 3.12 0.0 3.39 0.0 0.0 0.0
67.73 0.0 3.19 5.89 12.23 0.0 0.0 5.27 0.0 3.63 0.0 0.0 0.0
67.27 0.0 2.99 5.72 12.27 0.0 0.0 5.72 0.0 3.81 0.0 0.0 0.0
68.38 0.0 2.99 5.68 12.04 0.0 0.0 4.99 0.0 3.55 0.0 0.0 0.0
67.97 0.0 2.9 5.89 12.23 0.0 0.0 5.3 0.0 3.67 0.0 0.0 0.0
68.76 0.0 2.56 5.8 12.26 0.0 0.0 5.35 0.0 3.7 0.0 0.0 0.0
74.3 0.0 0.0 0.0 5.24 5.24 15.22 0.0 0.0 0.0 0.0 0.0 0.0
73.04 0.0 0.0 0.0 3.94 3.94 19.08 0.0 0.0 0.0 0.0 0.0 0.0
71.78 0.0 0.0 0.0 2.63 2.63 22.96 0.0 0.0 0.0 0.0 0.0 0.0
55.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 15.0 0.0 0.0
66.1 0.0 10.8 10.3 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
66.4 0.0 9.8 9.5 10.9 0.0 0.0 0.5 0.0 0.2 0.0 0.0 0.0
66.5 0.0 9.4 9.5 10.9 0.0 0.0 0.5 0.0 0.2 0.0 0.0 0.0
67.85 8.54 0.0 0.0 8.47 3.68 4.01 5.94 0.0 0.0 0.0 0.0 1.47
66.3 8.48 0.0 0.0 8.45 3.7 4.03 5.97 0.0 0.0 0.0 0.0 3.03
67.07 8.56 0.0 0.0 8.49 3.69 4.02 5.95 0.0 0.0 0.71 0.0 1.47
65.58 8.5 0.0 0.0 8.47 3.71 4.04 5.98 0.0 0.0 0.72 0.0 2.96
58.18 17.4 1.93 2.4 12.55 1.43 0.0 3.34 0.0 0.0 0.0 0.0 0.0
59.19 17.35 1.93 2.4 12.53 1.43 0.0 1.67 0.0 0.0 2.1 0.0 0.0
61.24 17.46 1.94 2.41 10.61 1.44 0.0 0.0 0.0 0.0 2.12 0.0 0.0
58.37 17.11 1.91 2.37 10.41 1.41 0.0 3.29 0.0 0.0 3.74 0.0 0.0
65.82 16.77 1.87 2.32 10.19 1.38 0.0 1.61 0.0 0.0 0.0 0.0 0.0
67.83 16.87 1.88 2.33 8.33 1.39 0.0 0.0 0.0 0.0 0.0 0.0 0.0
64.53 16.57 1.84 2.29 8.18 1.36 0.0 3.18 0.0 0.0 2.01 0.0 0.0
60.39 17.22 1.92 2.38 8.51 1.42 0.0 1.65 0.0 0.0 3.76 0.0 0.0
58.34 17.27 1.92 2.39 10.5 1.42 0.0 3.32 0.0 0.0 2.09 0.0 0.0
56.42 17.36 1.93 2.4 10.56 1.43 0.0 3.34 0.0 0.0 3.79 0.0 0.0
34.3 0.0 35.75 2.54 3.83 0.0 16.64 0.0 0.0 4.17 0.0 0.0 0.0
60.47 16.16 4.8 0.0 6.55 3.55 0.0 2.65 0.0 0.0 4.18 0.0 0.0
70.9 9.7 0.0 0.0 9.7 4.8 4.8 0.0 0.0 0.0 0.0 0.0 0.0
73.9 13.0 0.0 0.0 8.7 4.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.8 8.7 0.0 0.0 8.7 8.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67.6 8.5 0.0 0.0 8.5 3.7 4.1 6.0 0.0 0.0 0.0 0.0 1.5
66.1 8.5 0.0 0.0 8.5 3.7 4.1 6.0 0.0 0.0 0.0 0.0 3.0
66.9 8.5 0.0 0.0 8.5 3.7 4.1 6.0 0.0 0.0 0.7 0.0 1.5
65.4 8.5 0.0 0.0 8.5 3.7 4.1 6.0 0.0 0.0 0.7 0.0 3.0
66.9 11.6 1.9 2.3 8.4 4.2 0.0 3.3 0.0 0.0 0.0 0.0 0.0
66.4 7.6 1.9 2.4 8.6 7.5 0.0 3.3 0.0 0.0 0.0 0.0 0.0
62.3 16.0 1.9 2.4 8.4 3.5 0.0 3.3 0.0 0.0 0.0 0.0 0.0
67.41 10.73 0.0 2.3 9.24 0.23 7.52 1.53 0.0 0.0 0.0 0.0 0.0
67.4 11.22 0.0 1.8 9.24 0.23 8.04 1.03 0.0 0.0 0.0 0.0 0.0
68.41 11.22 0.0 1.8 9.24 0.23 8.04 1.02 0.0 0.0 0.0 0.0 0.0
67.41 11.22 0.0 1.8 10.24 0.23 8.03 1.03 0.0 0.0 0.0 0.0 0.0
67.38 12.22 0.0 2.3 9.24 0.23 6.07 1.52 0.0 0.0 0.0 0.0 0.0
67.46 11.22 0.0 1.8 9.23 0.23 8.03 1.03 0.0 0.0 0.0 0.0 0.0
67.31 0.0 10.64 8.63 1.48 0.0 0.0 5.23 0.0 5.15 0.0 0.0 0.0
72.02 0.0 5.13 9.14 1.27 0.0 0.0 5.96 0.0 5.04 0.0 0.0 0.0
71.44 0.0 12.03 2.45 1.41 0.0 0.0 6.5 0.0 4.78 0.0 0.0 0.0
73.56 0.0 5.34 2.41 5.17 0.0 0.0 6.71 0.0 6.61 0.0 0.0 0.0
67.72 4.3 11.89 1.0 1.9 0.3 0.0 0.0 0.0 0.0 0.0 12.89 0.0
50.1 4.8 13.1 1.1 2.0 0.3 0.0 0.0 0.0 0.0 0.0 28.6 0.0
28.17 5.39 14.69 1.2 2.3 0.4 0.0 0.0 0.0 0.0 0.0 47.85 0.0
17.1 9.3 49.58 24.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
